"CaseMasterID","PoliceStationID","CaseStatusID","CrimeRegisteredDate"
"2656","118","2","2023-02-21"
"2657","383","1","2023-10-21"
"2658","64","1","2025-11-10"
"2659","103","2","2025-03-26"
"2660","21","4","2023-07-15"
"2661","877","1","2025-03-21"
"2662","117","2","2025-09-15"
"2663","954","2","2024-04-27"
"2664","18","4","2023-03-20"
"2665","382","3","2024-12-27"
"2666","209","1","2023-06-13"
"2667","203","3","2025-10-17"
"2668","317","3","2025-05-28"
"2669","84","2","2025-11-28"
"2670","449","1","2025-12-09"
"2671","183","1","2024-01-06"
"2672","814","1","2023-02-19"
"2673","326","1","2025-01-26"
"2674","784","4","2026-01-10"
"2675","40","1","2023-09-02"
"2676","100","1","2023-01-08"
"2677","65","2","2025-08-17"
"2678","570","1","2024-04-07"
"2679","763","3","2026-01-19"
"2680","879","3","2024-04-02"
"2681","538","2","2023-04-16"
"2682","1071","2","2023-03-25"
"2683","426","1","2024-10-07"
"2684","294","2","2024-05-21"
"2685","608","2","2026-06-26"
"2686","124","1","2025-01-11"
"2687","1077","2","2024-12-12"
"2688","1026","1","2025-12-27"
"2689","475","3","2024-01-15"
"2690","578","3","2024-06-27"
"2691","190","1","2025-06-05"
"2692","851","2","2025-02-05"
"2693","581","3","2023-03-28"
"2694","1019","3","2023-11-15"
"2695","674","3","2024-09-23"
"2696","680","1","2025-01-25"
"2697","542","1","2023-11-12"
"2698","426","1","2026-07-12"
"2699","347","1","2026-06-23"
"2700","515","2","2026-06-04"
"2701","680","4","2024-04-04"
"2702","970","2","2026-01-13"
"2703","204","3","2025-03-05"
"2704","862","1","2023-08-29"
"2705","931","1","2026-06-28"
"2706","995","2","2023-01-14"
"2707","131","3","2025-01-05"
"2708","233","3","2023-09-29"
"2709","410","4","2024-03-20"
"2710","464","4","2024-07-29"
"2711","591","3","2024-09-18"
"2712","330","3","2023-05-26"
"2713","916","3","2025-05-22"
"2714","227","2","2024-05-02"
"2715","935","2","2024-10-03"
"2716","474","2","2023-03-09"
"2717","548","3","2024-04-29"
"2718","396","1","2026-01-23"
"2719","1114","4","2026-05-03"
"2720","674","3","2026-02-17"
"2721","7","2","2025-01-17"
"2722","955","3","2025-03-23"
"2723","852","3","2025-12-30"
"2724","374","3","2023-10-01"
"2725","1104","2","2025-07-02"
"2726","994","1","2026-06-24"
"2727","180","1","2023-03-26"
"2728","233","1","2023-11-27"
"2729","883","3","2023-07-27"
"2730","215","1","2026-05-10"
"2731","241","3","2024-09-21"
"2732","184","3","2023-04-24"
"2733","398","1","2026-02-27"
"2734","870","3","2024-02-08"
"2735","938","3","2023-08-10"
"2736","155","2","2023-10-30"
"2737","5","2","2026-07-15"
"2738","518","2","2025-05-18"
"2739","620","2","2026-05-22"
"2740","720","3","2023-05-09"
"2741","747","1","2026-06-09"
"2742","270","1","2024-07-29"
"2743","193","2","2024-11-07"
"2744","297","2","2026-01-20"
"2745","218","1","2025-11-19"
"2746","819","2","2023-08-05"
"2747","183","3","2026-06-23"
"2748","758","2","2025-03-15"
"2749","1044","3","2024-07-24"
"2750","103","1","2024-07-28"
"2751","92","4","2026-05-03"
"2752","799","3","2025-02-28"
"2753","422","1","2026-04-21"
"2754","954","2","2023-08-25"
"2755","1012","1","2024-07-19"
"2756","1092","1","2023-02-14"
"2757","400","1","2024-03-08"
"2758","166","1","2023-01-03"
"2759","949","1","2023-12-13"
"2760","906","1","2024-06-01"
"2761","908","3","2026-04-17"
"2762","213","1","2026-01-05"
"2763","401","1","2024-09-29"
"2764","255","1","2025-02-25"
"2765","375","3","2024-11-15"
"2766","620","2","2024-11-28"
"2767","864","1","2025-07-15"
"2768","1072","2","2023-09-28"
"2769","410","2","2025-10-06"
"2770","705","4","2023-03-22"
"2771","400","1","2024-04-10"
"2772","486","3","2023-08-07"
"2773","837","2","2025-09-29"
"2774","524","1","2025-02-06"
"2775","51","1","2024-08-20"
"2776","204","2","2023-06-22"
"2777","499","1","2025-10-07"
"2778","266","4","2023-03-17"
"2779","327","1","2025-07-18"
"2780","934","2","2025-02-21"
"2781","880","2","2023-11-03"
"2782","273","1","2025-10-16"
"2783","725","2","2025-04-24"
"2784","581","2","2023-12-31"
"2785","1038","1","2026-05-07"
"2786","436","2","2023-03-02"
"2787","231","1","2025-02-01"
"2788","1102","2","2024-11-12"
"2789","485","2","2023-09-23"
"2790","87","1","2025-06-10"
"2791","720","4","2025-02-24"
"2792","330","3","2024-11-09"
"2793","575","1","2023-03-19"
"2794","764","1","2025-09-15"
"2795","671","3","2024-11-18"
"2796","1031","1","2025-01-10"
"2797","678","2","2023-08-11"
"2798","507","1","2023-09-12"
"2799","888","3","2025-05-06"
"2800","975","1","2025-11-07"
"2801","1105","1","2026-02-12"
"2802","235","1","2024-01-08"
"2803","639","2","2023-08-24"
"2804","84","2","2026-05-04"
"2805","532","1","2023-01-11"
"2806","230","3","2024-06-08"
"2807","419","2","2025-09-17"
"2808","51","1","2025-10-27"
"2809","410","3","2023-05-12"
"2810","1029","2","2025-09-24"
"2811","740","2","2024-08-11"
"2812","240","1","2025-09-09"
"2813","563","2","2026-05-03"
"2814","192","3","2024-11-15"
"2815","4","2","2023-01-20"
"2816","939","3","2023-12-28"
"2817","148","1","2025-03-24"
"2818","1008","2","2025-02-06"
"2819","435","1","2026-07-15"
"2820","49","3","2023-12-10"
"2821","814","4","2024-06-30"
"2822","504","3","2026-04-07"
"2823","1005","3","2023-11-16"
"2824","578","1","2025-07-27"
"2825","1091","3","2024-06-14"
"2826","745","1","2023-04-07"
"2827","1004","3","2025-10-11"
"2828","567","1","2026-01-21"
"2829","739","2","2024-11-01"
"2830","49","2","2023-10-04"
"2831","525","3","2023-12-21"
"2832","114","1","2026-03-08"
"2833","987","2","2024-11-23"
"2834","90","2","2023-07-02"
"2835","625","3","2024-05-14"
"2836","79","3","2025-11-16"
"2837","694","1","2025-12-13"
"2838","1034","3","2024-08-12"
"2839","1013","3","2023-01-16"
"2840","1020","1","2024-07-24"
"2841","447","3","2025-07-03"
"2842","1112","2","2023-01-23"
"2843","1042","3","2023-07-09"
"2844","899","3","2024-12-16"
"2845","81","2","2025-10-04"
"2846","321","2","2024-09-05"
"2847","305","3","2024-09-09"
"2848","949","2","2025-01-02"
"2849","569","4","2025-04-05"
"2850","435","3","2023-04-03"
"2851","59","2","2024-06-11"
"2852","684","3","2023-11-22"
"2853","604","2","2024-11-25"
"2854","290","3","2025-05-14"
"2855","1074","3","2024-11-20"
"2856","957","3","2024-04-06"
"2857","545","3","2026-03-21"
"2858","1006","4","2023-11-29"
"2859","169","1","2023-10-06"
"2860","527","1","2023-01-21"
"2861","704","3","2026-01-02"
"2862","842","1","2024-01-15"
"2863","382","1","2026-05-13"
"2864","235","2","2023-01-01"
"2865","363","3","2023-12-20"
"2866","996","2","2025-08-08"
"2867","498","4","2026-03-22"
"2868","623","2","2024-02-09"
"2869","81","1","2025-03-16"
"2870","12","4","2025-02-18"
"2871","1021","1","2023-11-25"
"2872","916","3","2025-04-30"
"2873","918","4","2026-02-23"
"2874","644","1","2026-05-11"
"2875","327","1","2023-02-03"
"2876","863","2","2023-11-14"
"2877","716","2","2025-12-07"
"2878","946","4","2023-02-26"
"2879","1009","1","2026-02-12"
"2880","1105","4","2025-08-25"
"2881","809","1","2023-01-10"
"2882","269","2","2023-07-08"
"2883","746","4","2026-03-02"
"2884","846","2","2024-01-09"
"2885","233","1","2025-05-04"
"2886","261","1","2026-03-29"
"2887","1032","4","2026-05-30"
"2888","807","2","2024-03-02"
"2889","158","2","2025-04-16"
"2890","783","2","2023-05-29"
"2891","1063","2","2025-07-29"
"2892","331","3","2023-06-09"
"2893","459","2","2024-10-20"
"2894","175","2","2026-04-03"
"2895","824","1","2023-12-19"
"2896","517","1","2026-02-02"
"2897","229","2","2024-12-26"
"2898","713","4","2023-10-22"
"2899","483","3","2026-01-08"
"2900","303","2","2025-01-14"
"2901","863","4","2026-06-14"
"2902","1093","1","2023-06-10"
"2903","686","1","2025-11-02"
"2904","701","1","2025-03-25"
"2905","374","4","2024-01-31"
"2906","412","1","2024-12-26"
"2907","19","1","2025-11-04"
"2908","852","1","2023-01-08"
"2909","116","3","2025-12-08"
"2910","390","3","2024-02-01"
"2911","844","3","2025-04-21"
"2912","725","3","2025-06-15"
"2913","227","4","2024-06-18"
"2914","21","2","2023-05-06"
"2915","54","2","2025-08-09"
"2916","595","1","2024-10-21"
"2917","766","1","2025-04-06"
"2918","665","1","2026-01-01"
"2919","645","2","2024-01-16"
"2920","256","3","2025-08-25"
"2921","183","2","2024-04-27"
"2922","247","2","2026-07-01"
"2923","599","3","2023-04-22"
"2924","566","2","2025-11-25"
"2925","723","3","2025-01-05"
"2926","834","1","2024-12-08"
"2927","949","2","2023-12-26"
"2928","245","2","2024-07-23"
"2929","924","3","2024-12-23"
"2930","967","1","2024-11-15"
"2931","755","4","2023-04-01"
"2932","106","2","2026-02-02"
"2933","1107","3","2025-02-22"
"2934","138","3","2026-05-31"
"2935","283","2","2024-09-23"
"2936","445","1","2024-08-26"
"2937","574","1","2023-02-04"
"2938","997","4","2025-05-01"
"2939","853","3","2023-09-09"
"2940","177","1","2025-03-19"
"2941","1047","1","2024-10-18"
"2942","386","3","2025-03-29"
"2943","37","1","2023-10-08"
"2944","1111","3","2023-11-06"
"2945","914","1","2023-11-06"
"2946","718","2","2024-12-08"
"2947","150","1","2023-04-07"
"2948","1107","1","2024-04-26"
"2949","749","1","2023-12-25"
"2950","404","1","2023-09-22"
"2951","669","1","2026-03-05"
"2952","1036","1","2024-07-10"
"2953","568","2","2025-09-01"
"2954","99","1","2025-07-29"
"2955","810","2","2023-07-15"
"2956","721","4","2026-01-07"
"2957","413","1","2025-03-03"
"2958","12","4","2025-07-11"
"2959","556","1","2023-11-11"
"2960","172","2","2025-02-16"
"2961","693","1","2025-10-12"
"2962","785","3","2024-03-13"
"2963","158","3","2025-05-14"
"2964","454","4","2024-01-18"
"2965","604","2","2023-08-10"
"2966","197","4","2026-04-06"
"2967","48","2","2026-03-27"
"2968","231","3","2023-03-27"
"2969","286","3","2023-01-24"
"2970","627","3","2023-11-10"
"2971","1055","3","2024-02-05"
"2972","352","3","2026-03-19"
"2973","752","3","2025-08-19"
"2974","206","3","2024-07-23"
"2975","348","1","2025-07-05"
"2976","936","3","2026-01-01"
"2977","194","4","2025-01-14"
"2978","513","3","2024-08-08"
"2979","91","3","2026-04-08"
"2980","528","2","2026-07-16"
"2981","1120","3","2024-06-16"
"2982","537","1","2024-09-12"
"2983","920","2","2025-11-02"
"2984","16","2","2025-08-10"
"2985","114","4","2024-04-28"
"2986","987","3","2023-11-29"
"2987","1029","3","2025-01-20"
"2988","332","2","2025-09-07"
"2989","972","1","2024-12-18"
"2990","589","2","2023-07-21"
"2991","51","2","2024-03-29"
"2992","704","1","2024-11-02"
"2993","300","2","2024-04-11"
"2994","997","3","2025-09-08"
"2995","567","2","2025-06-10"
"2996","106","2","2024-05-27"
"2997","455","1","2024-04-21"
"2998","993","2","2024-12-19"
"2999","641","3","2024-07-21"
"3000","348","2","2025-09-17"
